,Unnamed: 0,country,itemId,paymentMethod,postalCode,sellingStatus,topRatedListing,AutoPay,AvailableForPickupDropOff,BestOfferEnabled,BidCount,BuyItNowPrice,FinalPrice,GlobalShipping,HandlingTime,HitCount,ListingStatus,ListingType,Location,MinimumToBid,ProductID,Quantity,QuantityThreshold,ReserveMet,ShipToLocations,Title,UserID,FeedbackScore,PositiveFeedbackPercent,SellerBusinessType,NewUser,nPhotos,nPaymentMethods,nShippingCountries,conditionId,bestOfferEnabled,buyItNowAvailable,expeditedShipping,shippingType,oneDayShippingAvailable,RatingsPresent,AverageRating,NegFeedback30Day,NegFeedback365Day,PosFeedback30Day,PosFeedback365Day,auctionLength,enoughKeyWords
3808,3809,1,252170005026,1,06810,0,False,True,0,False,0,,285.0,True,2.0,19.0,Completed,0,"Danbury, Connecticut",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Iphone 5S/32Gb Unlocked In Gray Color,mtkiscowireless,923,96.0,0,False,10,1,49,4,False,False,True,2.0,False,True,4.7,0,2,7,49,240.0,False
3809,3810,1,252170004309,1,06810,0,False,True,0,False,0,,299.0,True,2.0,18.0,Completed,0,"Danbury, Connecticut",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Iphone 5S/32 Gb Unlock In Gray Color,mtkiscowireless,923,96.0,0,False,6,1,49,4,False,False,True,2.0,False,True,4.7,0,2,7,49,240.0,False
3810,3811,1,231744385318,1,27410,1,False,False,0,False,12,,257.0,False,2.0,67.0,Completed,1,"Greensboro, North Carolina",262.0,168553370.0,1,0.0,,US,Apple iPhone 5s - 32GB - Silver (Verizon) Smartphone,soccerb150icn,18,100.0,2,False,6,1,1,4,False,False,True,2.0,False,False,,0,0,1,1,168.0,False
3811,3812,1,191736302947,1,91001,1,False,False,0,False,1,,270.0,False,2.0,113.0,Completed,1,"Altadena, California",275.0,168464971.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (Verizon) Smartphone,bluebridge001,421,100.0,1,False,4,1,1,4,False,False,True,2.0,False,False,,0,0,7,89,53.0,True
3812,3813,1,231746478721,1,70506,1,False,False,0,False,9,,224.5,False,2.0,108.0,Completed,1,"Lafayette, Louisiana",227.0,168534287.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,amexalice,122,100.0,1,False,12,1,1,4,False,False,False,1.0,False,False,,0,0,2,2,120.0,True
3813,3814,1,161880652185,1,11758,1,False,False,0,False,11,,249.5,True,2.0,217.0,Completed,1,"Massapequa, New York",252.0,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone Excellent Condition,karatescotty79,116,100.0,2,False,7,1,48,4,False,False,True,2.0,False,False,,0,0,1,4,168.0,True
3814,3815,1,221933987506,1,68137,1,False,True,0,False,8,,242.5,True,2.0,175.0,Completed,1,"Omaha, Nebraska",245.0,168464971.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Space Gray (Verizon) Smartphone GREAT CONDITION,cgilson3223,468,100.0,2,False,7,1,48,4,False,False,False,3.0,False,False,,0,0,0,46,168.0,True
3815,3816,1,221933985406,1,68137,1,False,True,0,False,5,,217.5,True,2.0,256.0,Completed,1,"Omaha, Nebraska",220.0,168464971.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Space Gray (Verizon) Smartphone GREAT CONDITION,cgilson3223,468,100.0,2,False,6,1,48,4,False,False,False,3.0,False,False,,0,0,0,46,168.0,True
3816,3817,1,111821144148,1,23069,1,False,True,0,False,38,,282.71,False,3.0,386.0,Completed,1,"Hanover, Virginia",287.71,170054882.0,1,0.0,,US,Apple iPhone 5s - 32GB - Gold (AT&T) Smartphone - Unlocked GSM,nicolas.pratt,16,100.0,1,False,7,1,1,4,False,False,True,0.0,False,False,,0,0,1,3,72.0,True
3817,3818,1,221934616527,1,46214,1,False,False,0,False,7,,203.3,True,2.0,174.0,Completed,1,"Indianapolis, Indiana",205.8,170054882.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Gold (AT&T) Smartphone,laurajfiddler,47,100.0,2,False,7,1,48,4,False,False,True,2.0,False,False,,0,0,1,4,168.0,False
3818,3819,1,231750790240,1,74055,1,False,False,0,True,0,,290.0,True,2.0,180.0,Completed,0,"Owasso, Oklahoma",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB Factory Unlocked Smartphone - Gold without contract,ryderpm,57,100.0,1,False,4,1,49,4,True,False,True,2.0,False,False,,0,0,4,33,41.0,False
3819,3820,1,231753166414,1,74055,1,False,False,0,True,0,,290.0,True,2.0,92.0,Completed,0,"Owasso, Oklahoma",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB Factory Unlocked Smartphone - Gold without contract,ryderpm,57,100.0,1,False,5,1,49,4,True,False,True,2.0,False,False,,0,0,4,33,16.0,False
3820,3821,1,231761039716,1,74055,1,False,False,0,True,0,,275.0,True,2.0,193.0,Completed,0,"Owasso, Oklahoma",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB Factory Unlocked Smartphone - Gold without contract,ryderpm,57,100.0,1,False,5,1,49,4,True,False,True,2.0,False,False,,0,0,4,33,158.0,False
3821,3822,1,252170024662,1,55044,1,False,False,0,False,1,,120.0,False,2.0,14.0,Completed,1,"Lakeville, Minnesota",122.5,168464971.0,1,0.0,,US,Apple iPhone 5s 32GB Space Gray (Verizon) Smartphone. Volume Buttons Don't Work,ketchtechllc,371,100.0,1,False,9,1,1,4,False,False,False,0.0,False,False,,0,0,7,182,15.0,True
3822,3823,1,231745097573,1,20191,1,False,False,0,False,13,,290.0,False,2.0,207.0,Completed,1,"Reston, Virginia",295.0,170084987.0,1,0.0,,US,Apple iPhone 5s - 32GB - Gold (Verizon) Smartphone,neight380,94,100.0,2,False,9,1,1,4,False,False,True,2.0,False,False,,0,0,2,2,168.0,False
3823,3824,1,141828034053,1,91311,1,False,True,0,False,0,,179.0,True,0.0,76.0,Completed,0,"Chatsworth, California",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Gold (Sprint) CLEAN ESN - 100% WORKING!!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,11.0,False
3824,3825,1,131650352011,1,91311,1,False,True,0,False,0,,223.94,True,0.0,266.0,Completed,0,"Chatsworth, California",,168553510.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Silver (AT&T) CLEAN IMEI Smartphone - GOOD CONDITION!!!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,85.0,False
3825,3826,1,141825925550,1,91311,1,False,True,0,False,0,,211.91,True,0.0,669.0,Completed,0,"Chatsworth, California",,170054882.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Gold (AT&T) CLEAN IMEI Smartphone - 100% WORKING!!!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,115.0,False
3826,3827,1,131650352046,1,91311,0,False,True,0,False,0,,238.91,True,0.0,348.0,Completed,0,"Chatsworth, California",,168556133.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB Space Gray (Factory Unlocked) Smartphone - 100% WORKING!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,134.0,True
3827,3828,1,131651180730,1,91311,0,False,True,0,False,0,,227.94,True,0.0,288.0,Completed,0,"Chatsworth, California",,170104083.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB Gold (Factory Unlocked) INTL CARRIERS ONLY! 100% WORKING!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,110.0,False
3828,3829,1,361431114923,1,91311,1,False,True,0,False,0,,217.88,True,0.0,95.0,Completed,0,"Chatsworth, California",,170104083.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB Gold (Factory Unlocked) INTL CARRIERS ONLY! 100% WORKING!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,10.0,False
3829,3830,1,131654684148,1,91311,1,False,True,0,False,0,,219.79,True,0.0,165.0,Completed,0,"Chatsworth, California",,168556133.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB Space Gray (Factory Unlocked) Smartphone - 100% WORKING!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,26.0,True
3830,3831,1,131656549718,1,91311,0,False,True,0,False,0,,215.91,True,0.0,83.0,Completed,0,"Chatsworth, California",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Gray (AT&T) CLEAN IMEI Smartphone - GOOD CONDITION!!!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,86.0,True
3831,3832,1,141832813098,1,91311,0,False,True,0,False,0,,205.91,True,0.0,116.0,Completed,0,"Chatsworth, California",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Space Gray (AT&T) CLEAN IMEI Smartphone - 100% WORKING!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,86.0,True
3832,3833,1,361435199088,1,91311,1,False,True,0,False,0,,196.85,True,0.0,25.0,Completed,0,"Chatsworth, California",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Space Gray (AT&T) CLEAN IMEI Smartphone - 100% WORKING!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,8.0,True
3833,3834,1,141836173356,1,91311,1,False,True,0,False,0,,241.0,True,0.0,16.0,Completed,0,"Chatsworth, California",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Space Gray (AT&T) CLEAN IMEI Smartphone - EXCELLENT!!!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,12.0,True
3834,3835,1,361435199096,1,91311,1,False,True,0,False,0,,191.76,True,0.0,193.0,Completed,0,"Chatsworth, California",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Gray (AT&T) CLEAN IMEI Smartphone - GOOD CONDITION!!!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,63.0,True
3835,3836,1,141836173336,1,91311,1,False,True,0,False,0,,238.94,True,0.0,142.0,Completed,0,"Chatsworth, California",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Gold (AT&T) CLEAN IMEI Smartphone - GREAT CONDITION!!!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,85.0,False
3836,3837,1,131659832140,1,91311,0,False,True,0,False,0,,238.94,True,0.0,145.0,Completed,0,"Chatsworth, California",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB Space Gray (AT&T) CLEAN IMEI Smartphone - GOOD CONDITION!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,88.0,True
3837,3838,1,361438142502,1,91311,1,False,True,0,False,0,,226.97,True,0.0,42.0,Completed,0,"Chatsworth, California",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB Space Gray (AT&T) CLEAN IMEI Smartphone - GOOD CONDITION!,thegeex,35145,99.7,0,False,1,1,49,4,False,False,False,3.0,False,True,4.97,7,20,412,5891,10.0,True
3838,3839,1,131660632400,1,91311,1,False,True,0,False,0,,162.94,True,0.0,89.0,Completed,0,"Chatsworth, California",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5S - 32GB - Space Gray (AT&T) Smartphone POWERS ON (AS IS),thegeex,35145,99.7,0,False,1,1,49,0,False,False,False,3.0,False,True,4.97,7,20,412,5891,121.0,True
3839,3840,1,111812280701,1,46168,1,False,False,0,False,13,,247.5,False,2.0,228.0,Completed,1,"Plainfield, Indiana",250.0,168513339.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (T-Mobile) Smartphone,mmamoawi,12,100.0,1,False,6,1,1,4,False,False,True,2.0,False,False,,0,0,5,12,240.0,True
3840,3841,1,171995608893,1,96950,1,False,False,0,False,15,,142.5,True,2.0,234.0,Completed,1,"Saipan, Northern Mariana Islands",145.0,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,10*ruel,647,100.0,2,False,6,1,48,4,False,False,True,2.0,False,False,,0,0,4,95,72.0,True
3841,3842,1,172005480642,1,96950,1,False,False,0,False,18,,200.0,True,2.0,0.0,Completed,1,"Saipan, Northern Mariana Islands",202.5,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,10*ruel,647,100.0,2,False,6,1,48,4,False,False,True,2.0,False,False,,0,0,4,95,72.0,True
3842,3843,1,172014541467,1,96950,1,False,False,0,False,21,,172.5,True,2.0,281.0,Completed,1,"Saipan, Northern Mariana Islands",175.0,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,10*ruel,647,100.0,2,False,6,1,48,4,False,False,True,2.0,False,False,,0,0,4,95,72.0,True
3843,3844,1,252169141047,1,94538,1,False,True,0,True,0,,260.0,False,2.0,49.0,Completed,0,"Fremont, California",,,1,0.0,,US,Apple Iphone 5s 32gb Silver Att,duyvu911,443,100.0,1,False,6,1,1,4,True,False,True,0.0,False,True,4.96,0,0,15,101,29.0,False
3844,3845,1,301792789419,1,63376,1,False,True,0,False,3,,197.5,False,2.0,46.0,Completed,1,"Saint Peters, Missouri",200.0,,1,0.0,,US,iphone 5s 32gb,lauras2300,223,100.0,1,False,3,1,1,4,False,False,True,2.0,False,False,,0,0,1,21,168.0,False
3845,3846,1,301799460986,1,63376,1,False,True,0,False,0,,248.0,False,2.0,52.0,Completed,0,"Saint Peters, Missouri",,168534287.0,1,0.0,,US,iphone 5s 32gb,lauras2300,223,100.0,1,False,3,1,1,4,False,False,True,0.0,False,False,,0,0,1,21,53.0,False
3846,3847,1,161886723093,1,87108,1,False,True,0,False,0,,275.0,True,1.0,204.0,Completed,0,"Albuquerque, New Mexico",,168534287.0,1,0.0,,Worldwide,Apple  iPhone 5S 32GB Space Gray & Black  For AT&T Unlocked,luxorgoods,8977,99.8,0,False,4,1,1,4,False,False,False,0.0,False,True,4.9675,0,1,42,628,12.0,True
3847,3848,1,191738352692,1,87108,1,False,True,0,False,0,,275.0,True,1.0,21.0,Completed,0,"Albuquerque, New Mexico",,168534287.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple  iPhone 5S 32GB Space Gray & Black  For AT&T Unlocked,luxorgoods,8977,99.8,0,False,4,1,49,4,False,False,True,0.0,False,True,4.9675,0,1,42,628,6.0,True
3848,3849,1,321914075588,1,77511,1,False,False,0,False,42,,244.52,False,2.0,308.0,Completed,1,"Alvin, Texas",247.02,168553510.0,1,0.0,,US,Apple iPhone 5s - 32GB - Silver (AT&T) Smartphone,ragv2310,33,100.0,2,False,11,1,1,4,False,False,True,2.0,False,False,,0,0,2,10,168.0,False
3849,3850,1,181925124796,1,91364,1,False,False,0,False,12,,271.0,True,2.0,182.0,Completed,1,"Woodland Hills, California",276.0,168490045.0,1,0.0,,"[US, CA, MX]",Apple iPhone 5s 32GB Silver (Sprint) Smartphone w/Box & New Accessories Bundle,sunshine_seller00,515,100.0,1,False,9,1,3,4,False,False,True,3.0,False,True,4.94,0,0,2,87,168.0,False
3850,3851,1,172002327048,1,91364,1,False,False,0,False,12,,300.0,True,2.0,136.0,Completed,1,"Woodland Hills, California",305.0,170038755.0,1,0.0,,"[US, CA, MX]",Apple iPhone 5s - 32GB - Gold (T-Mobile) Smartphone,sunshine_seller00,515,100.0,1,False,8,1,3,4,False,False,True,3.0,False,True,4.94,0,0,2,87,168.0,False
3851,3852,1,172012497978,1,91364,1,False,False,0,False,9,,247.51,True,2.0,318.0,Completed,1,"Woodland Hills, California",250.01,168513339.0,1,0.0,,"[US, CA, MX]",Apple iPhone 5s - 32GB - Space Gray (T-Mobile) Smartphone,sunshine_seller00,515,100.0,1,False,8,1,3,4,False,False,True,3.0,False,True,4.94,0,0,2,87,168.0,True
3852,3853,1,171998280654,1,07417,1,False,False,0,False,0,,289.99,False,2.0,108.0,Completed,0,"Franklin Lakes, New Jersey",,170084987.0,1,0.0,,US,Apple iPhone 5s - 32GB - Gold Verizon Factory unlocked,minipin2004,171,100.0,1,False,11,1,1,4,False,False,True,0.0,False,True,4.9225,0,0,5,136,9.0,False
3853,3854,1,191736094993,1,,1,False,True,0,False,1,,185.0,False,1.0,60.0,Completed,1,"Downingtown, PA",187.5,168534287.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (AT&T) Clean IMEI -NO ICLOUD,gadgetaddiction,37,100.0,1,False,8,1,1,4,False,False,True,1.0,False,False,,0,0,7,35,72.0,True
3854,3855,1,262131079798,1,48187,1,False,False,0,False,0,,196.0,False,2.0,754.0,Completed,0,"Canton, Michigan",,168494364.0,1,0.0,,US,Apple iPhone 5s - 32GB - Space Gray (Factory Unlocked) ,cantonchief123,238,100.0,2,False,8,1,1,4,False,False,True,1.0,False,False,,0,0,4,92,182.0,True
3855,3856,1,121812958550,1,08302,1,False,False,0,False,0,,269.0,True,3.0,171.0,Completed,0,"Bridgeton, New Jersey",,168464971.0,1,0.0,,"[US, CA, GB, AU, IE, MX, NZ, SG, AE]",Apple iPhone 5s - 32GB Space Gray - Verizon Clean ESN,malma3971-us,44,100.0,1,False,1,1,9,4,False,False,True,0.0,False,False,,0,0,2,19,50.0,False
3856,3857,1,121810554652,1,19904,1,False,False,0,False,7,,260.0,True,2.0,222.0,Completed,1,"Dover, Delaware",265.0,170084987.0,1,0.0,,"[US, CA, GB, AU, IE, MX, NZ, SG, AE]",Apple iPhone 5s - 32GB - Gold (Verizon) Smartphone,mare.302,11,100.0,1,False,1,1,9,4,False,False,True,0.0,False,False,,0,0,0,2,120.0,False
3857,3858,1,272038975426,1,19020,1,False,False,0,False,5,,214.0,True,3.0,275.0,Completed,1,"Bensalem, Pennsylvania",216.5,170038755.0,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s - 16GB - Gold (T-Mobile) Smartphone,rajnpitu,282,100.0,1,False,5,1,48,4,False,False,True,2.0,False,True,4.985,0,0,13,143,168.0,False
3858,3859,1,331703551828,1,90745,1,False,False,0,False,69,,217.5,False,3.0,575.0,Completed,1,"Carson, California",220.0,,1,0.0,,US,Iphone 5S 32 Gb Silver Factory Unlocked,kajo1978,63,100.0,2,False,10,1,1,4,False,False,True,2.0,False,False,,0,0,9,17,120.0,False
3859,3860,1,321913985208,1,48858,0,False,False,0,False,0,,250.0,True,2.0,343.0,Completed,0,"Mount Pleasant, Michigan",,,1,0.0,,"[US, CA, GB, DK, RO, SK, BG, CZ, FI, HU, LV, LT, MT, EE, AU, GR, PT, CY, SI, JP, CN, SE, KR, ID, TW, TH, BE, FR, HK, IE, NL, PL, ES, IT, DE, AT, RU, IL, MX, NZ, PH, SG, CH, NO, AE, QA, KW, BH, HR]",Apple iPhone 5s 32GB Smartphone Gold (AT&T),beattysean,75,90.9,2,False,8,1,49,4,False,False,True,2.0,False,False,,1,2,0,20,168.0,False
